order_item_id,order_id,product_id,user_id,quantity,item_price,item_total
I00026394,O00012162,P001239,U003127,1,15.79,15.79
I00026395,O00012163,P000662,U004320,1,71.4,71.4
I00026396,O00012164,P001342,U000284,1,34.69,34.69
I00026397,O00012164,P000798,U000284,1,26.15,26.15
I00026398,O00012164,P000743,U000284,1,270.47,270.47
I00026399,O00012164,P000300,U000284,1,26.88,26.88
I00026400,O00012164,P000890,U000284,1,48.64,48.64
I00026401,O00012165,P001543,U007467,1,147.11,147.11
I00026402,O00012165,P000869,U007467,1,146.17,146.17
I00026403,O00012165,P001747,U007467,3,103.92,311.76
I00026404,O00012165,P001126,U007467,1,50.15,50.15
I00026405,O00012166,P001885,U001118,1,215.62,215.62
I00026406,O00012166,P001292,U001118,2,763.65,1527.3
I00026407,O00012167,P000439,U006130,1,115.37,115.37
I00026408,O00012167,P001123,U006130,1,5.79,5.79
I00026409,O00012167,P000553,U006130,1,132.7,132.7
I00026410,O00012168,P001959,U009105,1,120.33,120.33
I00026411,O00012169,P001792,U002718,1,70.76,70.76
I00026412,O00012169,P000531,U002718,3,167.72,503.16
I00026413,O00012170,P001398,U004980,1,157.95,157.95
I00026414,O00012171,P000207,U006991,1,227.28,227.28
I00026415,O00012172,P000967,U002491,1,106.52,106.52
I00026416,O00012172,P000608,U002491,3,42.74,128.22
I00026417,O00012172,P001806,U002491,1,54.34,54.34
I00026418,O00012173,P001932,U004085,1,87.46,87.46
I00026419,O00012173,P001181,U004085,1,66.6,66.6
I00026420,O00012173,P000752,U004085,2,3.57,7.14
I00026421,O00012174,P000503,U001059,1,90.57,90.57
I00026422,O00012175,P000024,U008872,1,529.54,529.54
I00026423,O00012176,P001844,U000570,3,70.23,210.69
I00026424,O00012177,P000193,U002329,3,794.73,2384.19
I00026425,O00012178,P000846,U005787,1,226.36,226.36
I00026426,O00012178,P000506,U005787,3,75.86,227.58
I00026427,O00012178,P001104,U005787,3,85.64,256.92
I00026428,O00012179,P000598,U008203,2,4.68,9.36
I00026429,O00012179,P000184,U008203,2,21.38,42.76
I00026430,O00012180,P001098,U009074,1,15.26,15.26
I00026431,O00012181,P000860,U009574,1,264.08,264.08
I00026432,O00012182,P001186,U008302,1,26.74,26.74
I00026433,O00012183,P001039,U002853,1,5.98,5.98
I00026434,O00012183,P001612,U002853,1,83.13,83.13
I00026435,O00012184,P000202,U000695,1,26.28,26.28
I00026436,O00012184,P000072,U000695,3,39.59,118.77
I00026437,O00012185,P001174,U008685,1,30.81,30.81
I00026438,O00012186,P001405,U001176,1,79.25,79.25
I00026439,O00012186,P001292,U001176,1,763.65,763.65
I00026440,O00012187,P001593,U006635,1,181.12,181.12
I00026441,O00012188,P000352,U004144,1,112.71,112.71
I00026442,O00012188,P001421,U004144,1,371.46,371.46
I00026443,O00012188,P000580,U004144,1,134.99,134.99
I00026444,O00012188,P001306,U004144,2,31.28,62.56
I00026445,O00012188,P000712,U004144,3,97.46,292.38
I00026446,O00012188,P001092,U004144,1,20.74,20.74
I00026447,O00012189,P001718,U009761,1,8.74,8.74
I00026448,O00012190,P000229,U003631,1,5.59,5.59
I00026449,O00012190,P001551,U003631,1,11.78,11.78
I00026450,O00012190,P001644,U003631,2,157.79,315.58
I00026451,O00012190,P001738,U003631,2,52.26,104.52
I00026452,O00012191,P001407,U004315,1,218.95,218.95
I00026453,O00012191,P001987,U004315,1,871.03,871.03
I00026454,O00012191,P001446,U004315,1,40.8,40.8
I00026455,O00012192,P001399,U004297,2,40.7,81.4
I00026456,O00012192,P001279,U004297,1,64.27,64.27
I00026457,O00012192,P001031,U004297,1,82.85,82.85
I00026458,O00012192,P000540,U004297,2,337.8,675.6
I00026459,O00012193,P001092,U001122,1,20.74,20.74
I00026460,O00012193,P001904,U001122,1,215.5,215.5
I00026461,O00012194,P001941,U005062,3,82.4,247.2
I00026462,O00012194,P001700,U005062,1,601.59,601.59
I00026463,O00012195,P000688,U008960,1,27.23,27.23
I00026464,O00012195,P001808,U008960,1,49.88,49.88
I00026465,O00012196,P001799,U001170,1,20.77,20.77
I00026466,O00012196,P000576,U001170,3,9.8,29.4
I00026467,O00012197,P001002,U006868,1,209.1,209.1
I00026468,O00012198,P001500,U006094,1,746.51,746.51
I00026469,O00012198,P001338,U006094,1,54.86,54.86
I00026470,O00012199,P000193,U004732,2,794.73,1589.46
I00026471,O00012199,P001983,U004732,1,11.12,11.12
I00026472,O00012200,P000524,U000200,1,71.29,71.29
I00026473,O00012201,P000765,U008072,2,114.03,228.06
I00026474,O00012201,P000838,U008072,1,57.65,57.65
I00026475,O00012202,P000054,U006827,1,435.87,435.87
I00026476,O00012203,P000240,U001837,1,13.49,13.49
I00026477,O00012203,P001508,U001837,1,1016.69,1016.69
I00026478,O00012204,P001907,U002409,1,34.96,34.96
I00026479,O00012204,P001664,U002409,1,44.59,44.59
I00026480,O00012204,P000598,U002409,1,4.68,4.68
I00026481,O00012204,P000148,U002409,2,68.12,136.24
I00026482,O00012205,P001130,U004896,1,98.52,98.52
I00026483,O00012205,P001977,U004896,1,250.41,250.41
I00026484,O00012205,P001077,U004896,1,114.4,114.4
I00026485,O00012205,P000237,U004896,1,191.89,191.89
I00026486,O00012206,P000950,U007396,1,654.76,654.76
I00026487,O00012206,P001093,U007396,3,21.91,65.73
I00026488,O00012206,P001101,U007396,1,152.38,152.38
I00026489,O00012206,P000739,U007396,1,70.13,70.13
I00026490,O00012206,P000716,U007396,1,273.91,273.91
I00026491,O00012206,P001645,U007396,1,223.28,223.28
I00026492,O00012207,P000565,U001055,3,340.5,1021.5
I00026493,O00012207,P000977,U001055,1,1131.3,1131.3
I00026494,O00012207,P001840,U001055,1,567.39,567.39
I00026495,O00012207,P001652,U001055,2,188.49,376.98
I00026496,O00012208,P001625,U000352,1,146.81,146.81
I00026497,O00012209,P000507,U005899,1,208.34,208.34
I00026498,O00012210,P000859,U007625,3,422.22,1266.66
I00026499,O00012211,P000358,U001258,1,1001.67,1001.67
I00026500,O00012212,P001548,U007322,1,243.71,243.71
I00026501,O00012212,P001240,U007322,1,470.89,470.89
I00026502,O00012213,P001248,U007682,1,1233.14,1233.14
I00026503,O00012213,P000335,U007682,1,93.49,93.49
I00026504,O00012213,P000421,U007682,1,121.71,121.71
I00026505,O00012214,P001670,U005585,1,110.43,110.43
I00026506,O00012214,P000349,U005585,1,474.22,474.22
I00026507,O00012215,P001494,U005201,1,18.45,18.45
I00026508,O00012216,P001673,U006517,1,99.78,99.78
I00026509,O00012216,P001519,U006517,2,130.87,261.74
I00026510,O00012216,P000839,U006517,1,67.27,67.27
I00026511,O00012216,P000815,U006517,1,408.71,408.71
I00026512,O00012217,P001860,U001311,1,86.67,86.67
I00026513,O00012217,P000451,U001311,1,228.61,228.61
I00026514,O00012217,P000011,U001311,1,2.99,2.99
I00026515,O00012217,P000612,U001311,1,92.36,92.36
I00026516,O00012218,P000773,U006976,1,9.58,9.58
I00026517,O00012218,P000121,U006976,1,390.29,390.29
I00026518,O00012218,P000839,U006976,1,67.27,67.27
I00026519,O00012218,P001912,U006976,1,257.28,257.28
I00026520,O00012219,P001217,U003951,3,96.55,289.65
I00026521,O00012219,P001514,U003951,1,61.14,61.14
I00026522,O00012219,P001458,U003951,1,29.08,29.08
I00026523,O00012220,P000954,U005153,3,661.52,1984.56
I00026524,O00012220,P000294,U005153,1,543.31,543.31
I00026525,O00012220,P000273,U005153,1,913.33,913.33
I00026526,O00012221,P001513,U003719,1,720.05,720.05
I00026527,O00012221,P001902,U003719,3,165.59,496.77
I00026528,O00012221,P000838,U003719,1,57.65,57.65
I00026529,O00012221,P000720,U003719,2,293.24,586.48
I00026530,O00012222,P001361,U007882,1,33.11,33.11
I00026531,O00012222,P000929,U007882,2,69.43,138.86
I00026532,O00012222,P000529,U007882,1,57.18,57.18
I00026533,O00012223,P000616,U006258,3,28.51,85.53
I00026534,O00012224,P001379,U007632,1,61.86,61.86
I00026535,O00012224,P001124,U007632,1,5.5,5.5
I00026536,O00012224,P001720,U007632,1,6.69,6.69
I00026537,O00012225,P000692,U009442,1,75.81,75.81
I00026538,O00012225,P000118,U009442,3,13.13,39.39
I00026539,O00012225,P000856,U009442,1,113.75,113.75
I00026540,O00012226,P001818,U007182,1,70.39,70.39
I00026541,O00012226,P001131,U007182,1,127.21,127.21
I00026542,O00012227,P001314,U006610,1,81.49,81.49
I00026543,O00012227,P001813,U006610,1,54.41,54.41
I00026544,O00012227,P000026,U006610,2,742.47,1484.94
I00026545,O00012227,P000790,U006610,2,359.12,718.24
I00026546,O00012228,P000265,U006809,2,163.19,326.38
I00026547,O00012228,P001281,U006809,2,43.98,87.96
I00026548,O00012229,P001039,U006579,1,5.98,5.98
I00026549,O00012230,P001120,U009038,1,92.24,92.24
I00026550,O00012231,P000888,U007530,1,29.52,29.52
I00026551,O00012231,P001940,U007530,2,115.22,230.44
I00026552,O00012232,P000695,U008608,3,35.1,105.3
I00026553,O00012233,P001428,U001691,1,43.57,43.57
I00026554,O00012233,P000992,U001691,3,10.49,31.47
I00026555,O00012233,P000529,U001691,3,57.18,171.54
I00026556,O00012233,P000009,U001691,1,253.18,253.18
I00026557,O00012233,P000905,U001691,1,32.73,32.73
I00026558,O00012234,P001853,U006191,1,351.45,351.45
I00026559,O00012234,P000604,U006191,3,113.44,340.32
I00026560,O00012235,P000174,U003611,1,960.74,960.74
I00026561,O00012235,P001377,U003611,1,22.11,22.11
I00026562,O00012235,P000979,U003611,2,23.87,47.74
I00026563,O00012235,P000258,U003611,1,11.34,11.34
I00026564,O00012236,P000376,U003695,3,549.81,1649.43
I00026565,O00012236,P001659,U003695,1,20.65,20.65
I00026566,O00012237,P001142,U008400,1,114.57,114.57
I00026567,O00012237,P001420,U008400,1,114.66,114.66
I00026568,O00012237,P000160,U008400,3,259.69,779.07
I00026569,O00012237,P000035,U008400,3,438.46,1315.38
I00026570,O00012238,P001591,U001724,1,24.97,24.97
I00026571,O00012238,P000222,U001724,2,21.85,43.7
I00026572,O00012239,P000226,U001919,1,118.33,118.33
I00026573,O00012239,P000856,U001919,3,113.75,341.25
I00026574,O00012239,P001518,U001919,1,128.53,128.53
I00026575,O00012240,P001803,U006414,1,73.01,73.01
I00026576,O00012240,P001108,U006414,1,12.42,12.42
I00026577,O00012241,P001859,U000548,1,1011.71,1011.71
I00026578,O00012242,P000507,U001189,1,208.34,208.34
I00026579,O00012242,P001029,U001189,1,12.31,12.31
I00026580,O00012243,P001243,U004438,3,148.87,446.61
I00026581,O00012243,P000774,U004438,1,20.4,20.4
I00026582,O00012244,P000216,U008973,2,295.05,590.1
I00026583,O00012245,P001636,U000368,1,16.95,16.95
I00026584,O00012245,P000103,U000368,1,13.77,13.77
I00026585,O00012246,P000103,U000306,1,13.77,13.77
I00026586,O00012247,P001737,U005000,2,92.24,184.48
I00026587,O00012247,P001138,U005000,2,65.95,131.9
I00026588,O00012247,P000077,U005000,3,27.21,81.63
I00026589,O00012247,P000008,U005000,2,33.86,67.72
I00026590,O00012248,P000363,U004853,2,61.12,122.24
I00026591,O00012248,P000265,U004853,2,163.19,326.38
I00026592,O00012248,P001169,U004853,1,180.9,180.9
I00026593,O00012248,P000242,U004853,1,51.96,51.96
I00026594,O00012248,P000665,U004853,2,76.18,152.36
I00026595,O00012249,P001730,U002545,1,232.25,232.25
I00026596,O00012249,P001129,U002545,1,305.16,305.16
I00026597,O00012249,P000280,U002545,1,23.41,23.41
I00026598,O00012250,P001367,U002512,1,283.47,283.47
I00026599,O00012250,P001547,U002512,3,149.44,448.32
I00026600,O00012250,P000868,U002512,2,131.16,262.32
I00026601,O00012250,P001019,U002512,1,81.68,81.68
I00026602,O00012251,P001581,U006985,1,225.32,225.32
I00026603,O00012251,P001554,U006985,1,43.35,43.35
I00026604,O00012251,P000560,U006985,1,16.86,16.86
I00026605,O00012251,P000063,U006985,1,18.77,18.77
I00026606,O00012252,P000740,U005803,1,73.39,73.39
I00026607,O00012252,P000528,U005803,1,29.55,29.55
I00026608,O00012252,P001025,U005803,1,270.77,270.77
I00026609,O00012252,P000006,U005803,3,18.61,55.83
I00026610,O00012252,P001989,U005803,2,61.57,123.14
I00026611,O00012252,P000209,U005803,3,144.55,433.65
I00026612,O00012253,P000436,U009946,1,29.24,29.24
I00026613,O00012254,P001868,U006665,3,299.8,899.4
I00026614,O00012255,P001501,U004033,2,17.28,34.56
I00026615,O00012256,P000376,U009512,2,549.81,1099.62
I00026616,O00012256,P001433,U009512,1,155.2,155.2
I00026617,O00012257,P001384,U002450,1,15.03,15.03
I00026618,O00012257,P001554,U002450,1,43.35,43.35
I00026619,O00012257,P001896,U002450,1,278.74,278.74
I00026620,O00012257,P000395,U002450,1,56.04,56.04
I00026621,O00012257,P000003,U002450,1,265.37,265.37
I00026622,O00012257,P001000,U002450,1,443.67,443.67
I00026623,O00012258,P000789,U002129,2,87.48,174.96
I00026624,O00012259,P000010,U008096,1,235.11,235.11
I00026625,O00012259,P000138,U008096,2,57.52,115.04
I00026626,O00012259,P001247,U008096,3,67.54,202.62
I00026627,O00012260,P001736,U005021,1,5.66,5.66
I00026628,O00012261,P001026,U005891,1,168.25,168.25
I00026629,O00012261,P001005,U005891,1,405.41,405.41
I00026630,O00012261,P000428,U005891,1,135.76,135.76
I00026631,O00012261,P000420,U005891,1,38.79,38.79
I00026632,O00012261,P000663,U005891,3,89.02,267.06
I00026633,O00012261,P000820,U005891,2,974.16,1948.32
I00026634,O00012262,P001799,U005151,2,20.77,41.54
I00026635,O00012263,P000086,U004298,1,5.54,5.54
I00026636,O00012263,P001734,U004298,2,68.37,136.74
I00026637,O00012263,P000194,U004298,1,59.65,59.65
I00026638,O00012263,P001691,U004298,1,893.72,893.72
I00026639,O00012263,P001642,U004298,1,5.55,5.55
I00026640,O00012264,P001836,U008222,1,56.37,56.37
I00026641,O00012265,P000418,U003458,2,1413.41,2826.82
I00026642,O00012265,P001192,U003458,1,73.31,73.31
I00026643,O00012265,P000028,U003458,2,313.89,627.78
I00026644,O00012266,P000706,U006279,2,112.22,224.44
I00026645,O00012267,P001916,U006380,3,286.99,860.97
I00026646,O00012267,P001645,U006380,3,223.28,669.84
I00026647,O00012267,P000760,U006380,3,20.41,61.23
I00026648,O00012267,P000965,U006380,1,295.84,295.84
I00026649,O00012268,P000075,U000011,1,143.79,143.79
I00026650,O00012268,P001538,U000011,3,72.49,217.47
I00026651,O00012268,P000813,U000011,3,205.74,617.22
I00026652,O00012269,P001847,U000854,1,1025.31,1025.31
I00026653,O00012270,P000180,U003552,2,400.2,800.4
I00026654,O00012270,P000161,U003552,1,701.36,701.36
I00026655,O00012271,P000645,U008401,3,63.98,191.94
I00026656,O00012271,P001477,U008401,1,25.96,25.96
I00026657,O00012272,P000105,U001775,1,146.49,146.49
I00026658,O00012272,P001790,U001775,1,403.08,403.08
I00026659,O00012273,P001067,U005594,1,98.53,98.53
I00026660,O00012273,P001475,U005594,1,651.6,651.6
I00026661,O00012273,P001341,U005594,1,741.92,741.92
I00026662,O00012273,P001421,U005594,3,371.46,1114.38
I00026663,O00012273,P000330,U005594,1,37.03,37.03
I00026664,O00012274,P000301,U004350,1,31.57,31.57
I00026665,O00012274,P001979,U004350,1,662.22,662.22
I00026666,O00012274,P000243,U004350,1,159.88,159.88
I00026667,O00012274,P001801,U004350,1,365.24,365.24
I00026668,O00012275,P000813,U006868,1,205.74,205.74
I00026669,O00012276,P000777,U009049,1,27.19,27.19
I00026670,O00012276,P001600,U009049,3,28.77,86.31
I00026671,O00012277,P000499,U000211,1,115.81,115.81
I00026672,O00012278,P000256,U008728,1,664.92,664.92
I00026673,O00012278,P000323,U008728,1,694.32,694.32
I00026674,O00012278,P000339,U008728,1,93.07,93.07
I00026675,O00012279,P000547,U006241,1,207.26,207.26
I00026676,O00012279,P001820,U006241,1,90.19,90.19
I00026677,O00012279,P001671,U006241,1,8.06,8.06
I00026678,O00012279,P000955,U006241,2,226.85,453.7
I00026679,O00012280,P001596,U008788,1,38.16,38.16
I00026680,O00012280,P000728,U008788,1,34.0,34.0
I00026681,O00012280,P000545,U008788,2,55.49,110.98
I00026682,O00012280,P000850,U008788,1,60.83,60.83
I00026683,O00012280,P001447,U008788,2,26.07,52.14
I00026684,O00012281,P000912,U009424,1,189.79,189.79
I00026685,O00012282,P001516,U006806,1,104.12,104.12
I00026686,O00012282,P000424,U006806,1,439.51,439.51
I00026687,O00012282,P000369,U006806,1,15.41,15.41
I00026688,O00012282,P000306,U006806,1,199.78,199.78
I00026689,O00012283,P001493,U008612,1,992.56,992.56
I00026690,O00012284,P001265,U000486,1,59.96,59.96
I00026691,O00012284,P001028,U000486,1,150.45,150.45
I00026692,O00012284,P001372,U000486,2,82.39,164.78
I00026693,O00012284,P001699,U000486,1,494.84,494.84
I00026694,O00012285,P001150,U006536,1,98.79,98.79
I00026695,O00012286,P000328,U005080,1,26.74,26.74
I00026696,O00012287,P000215,U000712,1,34.28,34.28
I00026697,O00012287,P001297,U000712,2,92.89,185.78
I00026698,O00012288,P000285,U000387,1,12.79,12.79
I00026699,O00012288,P000939,U000387,1,42.57,42.57
I00026700,O00012288,P001056,U000387,1,32.02,32.02
I00026701,O00012289,P001968,U002235,2,375.68,751.36
I00026702,O00012289,P000829,U002235,1,111.06,111.06
I00026703,O00012290,P000816,U002002,2,56.6,113.2
I00026704,O00012291,P000630,U000843,2,104.55,209.1
I00026705,O00012292,P001249,U000307,1,48.72,48.72
I00026706,O00012292,P001664,U000307,1,44.59,44.59
I00026707,O00012292,P001955,U000307,1,124.68,124.68
I00026708,O00012293,P000467,U002741,2,712.19,1424.38
I00026709,O00012294,P001913,U008496,2,7.76,15.52
I00026710,O00012294,P000736,U008496,1,63.08,63.08
I00026711,O00012294,P000299,U008496,1,291.45,291.45
I00026712,O00012295,P001196,U003003,1,283.47,283.47
I00026713,O00012295,P001144,U003003,1,96.51,96.51
I00026714,O00012296,P001920,U000664,1,175.83,175.83
I00026715,O00012296,P000457,U000664,1,33.0,33.0
I00026716,O00012296,P000134,U000664,1,495.76,495.76
I00026717,O00012296,P000140,U000664,2,20.93,41.86
I00026718,O00012297,P001820,U000582,1,90.19,90.19
I00026719,O00012297,P001820,U000582,1,90.19,90.19
I00026720,O00012297,P001639,U000582,1,253.6,253.6
I00026721,O00012298,P001648,U004971,1,124.31,124.31
I00026722,O00012299,P001088,U000737,3,58.95,176.85
I00026723,O00012299,P000602,U000737,1,52.18,52.18
I00026724,O00012299,P001249,U000737,1,48.72,48.72
I00026725,O00012299,P001695,U000737,2,11.71,23.42
I00026726,O00012299,P000101,U000737,1,32.69,32.69
I00026727,O00012300,P000629,U005500,1,210.39,210.39
I00026728,O00012300,P001772,U005500,1,20.18,20.18
I00026729,O00012301,P001823,U008615,1,215.56,215.56
I00026730,O00012301,P000629,U008615,2,210.39,420.78
I00026731,O00012302,P001751,U009544,1,60.7,60.7
I00026732,O00012303,P000435,U007171,1,115.46,115.46
I00026733,O00012303,P000347,U007171,1,19.77,19.77
I00026734,O00012304,P001123,U004757,1,5.79,5.79
I00026735,O00012305,P000832,U006274,1,8.06,8.06
I00026736,O00012305,P000281,U006274,1,28.99,28.99
I00026737,O00012305,P001994,U006274,1,57.21,57.21
I00026738,O00012306,P000024,U001041,1,529.54,529.54
I00026739,O00012307,P000339,U005189,1,93.07,93.07
I00026740,O00012307,P001732,U005189,2,417.15,834.3
I00026741,O00012307,P000840,U005189,2,548.83,1097.66
I00026742,O00012307,P001094,U005189,1,11.95,11.95
I00026743,O00012307,P001774,U005189,1,22.01,22.01
I00026744,O00012308,P001212,U000793,1,49.21,49.21
I00026745,O00012308,P000359,U000793,3,31.35,94.05
I00026746,O00012308,P000842,U000793,2,239.55,479.1
I00026747,O00012308,P000144,U000793,1,224.43,224.43
I00026748,O00012309,P001890,U004045,1,83.34,83.34
I00026749,O00012310,P000334,U001563,1,84.07,84.07
I00026750,O00012311,P001515,U006415,1,40.8,40.8
I00026751,O00012312,P001605,U008936,1,492.64,492.64
I00026752,O00012312,P001304,U008936,2,375.91,751.82
I00026753,O00012312,P000572,U008936,3,58.41,175.23
I00026754,O00012312,P000830,U008936,3,72.45,217.35
I00026755,O00012313,P001241,U008541,2,14.81,29.62
I00026756,O00012314,P000776,U002635,1,41.51,41.51
I00026757,O00012314,P001674,U002635,1,786.4,786.4
I00026758,O00012315,P001159,U000837,1,18.26,18.26
I00026759,O00012316,P000016,U003971,1,9.53,9.53
I00026760,O00012316,P000328,U003971,1,26.74,26.74
I00026761,O00012317,P000274,U008741,1,1197.44,1197.44
I00026762,O00012318,P001763,U006864,2,79.36,158.72
I00026763,O00012318,P000196,U006864,1,11.83,11.83
I00026764,O00012318,P001744,U006864,2,1797.55,3595.1
I00026765,O00012319,P000639,U000839,2,64.23,128.46
I00026766,O00012319,P000974,U000839,1,18.15,18.15
I00026767,O00012319,P001852,U000839,1,643.14,643.14
I00026768,O00012319,P001685,U000839,1,319.15,319.15
I00026769,O00012319,P000543,U000839,1,115.63,115.63
I00026770,O00012320,P000579,U006790,1,7.56,7.56
I00026771,O00012320,P001865,U006790,1,46.77,46.77
I00026772,O00012320,P001619,U006790,1,15.52,15.52
I00026773,O00012321,P001752,U001831,1,412.8,412.8
I00026774,O00012321,P000708,U001831,1,208.74,208.74
I00026775,O00012321,P000784,U001831,1,49.7,49.7
I00026776,O00012322,P000953,U005256,1,163.08,163.08
I00026777,O00012323,P001723,U008691,1,101.97,101.97
I00026778,O00012323,P001286,U008691,1,63.38,63.38
I00026779,O00012323,P000195,U008691,1,72.69,72.69
I00026780,O00012324,P001275,U005597,2,77.34,154.68
I00026781,O00012324,P000035,U005597,1,438.46,438.46
I00026782,O00012325,P001683,U009048,1,71.52,71.52
I00026783,O00012325,P001183,U009048,1,1835.32,1835.32
I00026784,O00012325,P001078,U009048,1,687.51,687.51
I00026785,O00012325,P000192,U009048,1,455.43,455.43
I00026786,O00012326,P001152,U003735,1,79.18,79.18
I00026787,O00012327,P001131,U002573,3,127.21,381.63
I00026788,O00012327,P001514,U002573,1,61.14,61.14
I00026789,O00012328,P001797,U006911,1,187.99,187.99
I00026790,O00012328,P001947,U006911,1,78.16,78.16
I00026791,O00012328,P001474,U006911,1,11.31,11.31
I00026792,O00012329,P000746,U009444,3,71.01,213.03
I00026793,O00012329,P001097,U009444,2,223.08,446.16
I00026794,O00012330,P000902,U002518,2,42.91,85.82
I00026795,O00012330,P001083,U002518,1,364.29,364.29
I00026796,O00012330,P000980,U002518,2,53.19,106.38
I00026797,O00012330,P000621,U002518,1,7.92,7.92
I00026798,O00012331,P001448,U006221,2,1226.78,2453.56
I00026799,O00012331,P001896,U006221,3,278.74,836.22
I00026800,O00012331,P000213,U006221,1,22.25,22.25
I00026801,O00012332,P001647,U008491,2,118.8,237.6
I00026802,O00012332,P000802,U008491,2,173.34,346.68
I00026803,O00012333,P000623,U002657,1,52.95,52.95
I00026804,O00012334,P000636,U004976,2,94.4,188.8
I00026805,O00012334,P001392,U004976,1,29.34,29.34
I00026806,O00012335,P001192,U000553,1,73.31,73.31
I00026807,O00012336,P000681,U006596,2,1708.2,3416.4
I00026808,O00012336,P001336,U006596,1,260.9,260.9
I00026809,O00012336,P001834,U006596,1,32.08,32.08
I00026810,O00012336,P000932,U006596,1,96.95,96.95
I00026811,O00012337,P000207,U001170,2,227.28,454.56
I00026812,O00012337,P001165,U001170,1,12.97,12.97
I00026813,O00012337,P001555,U001170,1,238.08,238.08
I00026814,O00012337,P000100,U001170,3,53.39,160.17
I00026815,O00012338,P001845,U007171,2,74.86,149.72
I00026816,O00012338,P000766,U007171,1,22.48,22.48
I00026817,O00012338,P001010,U007171,1,69.15,69.15
I00026818,O00012338,P000866,U007171,1,74.5,74.5
I00026819,O00012339,P001126,U001503,1,50.15,50.15
I00026820,O00012339,P001820,U001503,1,90.19,90.19
I00026821,O00012339,P000923,U001503,1,6.52,6.52
I00026822,O00012339,P000107,U001503,1,118.51,118.51
I00026823,O00012340,P000794,U005707,2,62.1,124.2
I00026824,O00012341,P000700,U008738,1,186.13,186.13
I00026825,O00012341,P000479,U008738,1,92.17,92.17
I00026826,O00012341,P001835,U008738,1,76.86,76.86
I00026827,O00012341,P001718,U008738,1,8.74,8.74
I00026828,O00012342,P001505,U005697,1,142.27,142.27
I00026829,O00012343,P001364,U001602,1,27.65,27.65
I00026830,O00012343,P001202,U001602,1,63.61,63.61
I00026831,O00012343,P000332,U001602,3,33.02,99.06
I00026832,O00012343,P000098,U001602,1,63.31,63.31
I00026833,O00012343,P000908,U001602,1,462.76,462.76
I00026834,O00012344,P001905,U006798,2,3.32,6.64
I00026835,O00012344,P001101,U006798,1,152.38,152.38
I00026836,O00012344,P001356,U006798,1,48.15,48.15
I00026837,O00012345,P000222,U001054,3,21.85,65.55
I00026838,O00012345,P001231,U001054,1,168.03,168.03
I00026839,O00012346,P000732,U006389,1,52.87,52.87
I00026840,O00012346,P001935,U006389,2,77.28,154.56
I00026841,O00012347,P001257,U001293,2,854.8,1709.6
I00026842,O00012347,P000318,U001293,2,91.92,183.84
I00026843,O00012348,P001713,U009688,1,37.8,37.8
I00026844,O00012348,P000970,U009688,1,54.77,54.77
I00026845,O00012348,P000636,U009688,1,94.4,94.4
I00026846,O00012349,P000580,U009433,1,134.99,134.99
I00026847,O00012350,P001905,U008335,1,3.32,3.32
I00026848,O00012351,P000472,U008189,1,40.79,40.79
I00026849,O00012351,P000893,U008189,1,87.91,87.91
I00026850,O00012351,P000380,U008189,1,148.33,148.33
I00026851,O00012351,P001255,U008189,1,37.59,37.59
I00026852,O00012352,P000712,U002673,1,97.46,97.46
I00026853,O00012353,P001468,U006850,2,212.1,424.2
I00026854,O00012353,P001149,U006850,3,247.43,742.29
I00026855,O00012354,P000319,U000286,2,40.58,81.16
I00026856,O00012354,P001575,U000286,2,32.63,65.26
I00026857,O00012354,P001850,U000286,1,129.49,129.49
I00026858,O00012355,P001817,U005977,2,87.54,175.08
I00026859,O00012355,P001027,U005977,1,3.42,3.42
I00026860,O00012355,P001589,U005977,3,175.72,527.16
I00026861,O00012355,P000461,U005977,1,1700.35,1700.35
I00026862,O00012356,P000611,U004746,2,108.27,216.54
I00026863,O00012356,P000273,U004746,1,913.33,913.33
I00026864,O00012356,P000429,U004746,3,39.0,117.0
I00026865,O00012357,P001356,U009429,1,48.15,48.15
I00026866,O00012358,P000118,U005857,1,13.13,13.13
I00026867,O00012358,P001497,U005857,2,944.56,1889.12
I00026868,O00012358,P001610,U005857,1,77.46,77.46
I00026869,O00012359,P000171,U008157,2,47.33,94.66
I00026870,O00012359,P000871,U008157,1,15.04,15.04
I00026871,O00012360,P000561,U003016,1,95.02,95.02
I00026872,O00012360,P001494,U003016,1,18.45,18.45
I00026873,O00012361,P000040,U007744,1,350.41,350.41
I00026874,O00012362,P000255,U005506,1,71.91,71.91
I00026875,O00012363,P000716,U000547,1,273.91,273.91
I00026876,O00012363,P001678,U000547,1,627.99,627.99
I00026877,O00012363,P001675,U000547,1,5.2,5.2
I00026878,O00012363,P000759,U000547,1,153.06,153.06
I00026879,O00012363,P000844,U000547,1,31.98,31.98
I00026880,O00012364,P001000,U009681,1,443.67,443.67
I00026881,O00012365,P000919,U006506,1,33.99,33.99
I00026882,O00012365,P000546,U006506,1,292.19,292.19
I00026883,O00012365,P000826,U006506,1,26.79,26.79
I00026884,O00012366,P001636,U000778,1,16.95,16.95
I00026885,O00012366,P000676,U000778,2,21.12,42.24
I00026886,O00012367,P000610,U008192,1,101.29,101.29
I00026887,O00012367,P001724,U008192,1,846.61,846.61
I00026888,O00012367,P001151,U008192,1,32.07,32.07
I00026889,O00012368,P001420,U004335,1,114.66,114.66
I00026890,O00012369,P000210,U003476,2,253.94,507.88
