order_id,user_id,order_date,order_status,total_amount
O00011592,U000918,2025-01-28T22:23:02.095509,cancelled,912.72
O00011593,U000518,2024-03-08T21:38:46.561890,processing,360.44
O00011594,U008380,2025-08-07T11:03:50.084425,returned,1663.12
O00011595,U006999,2025-10-20T14:13:17.871504,returned,79.35
O00011596,U003978,2024-10-08T06:00:47.039150,completed,985.1
O00011597,U006863,2024-05-30T19:15:15.764372,returned,90.88
O00011598,U001439,2025-11-14T08:25:49.031765,cancelled,186.05
O00011599,U005035,2024-03-01T23:10:30.863179,processing,158.55
O00011600,U006862,2024-11-12T00:50:17.508698,cancelled,1397.49
O00011601,U005406,2025-08-21T13:43:09.180301,returned,36.52
O00011602,U007204,2025-06-21T14:30:43.037408,returned,4028.21
O00011603,U005171,2025-01-08T17:29:18.714336,cancelled,346.65
O00011604,U005399,2025-02-28T03:31:01.424844,completed,114.66
O00011605,U000687,2024-12-04T01:21:03.888159,cancelled,207.15
O00011606,U008299,2024-11-18T19:35:31.498849,cancelled,167.1
O00011607,U000022,2025-02-26T19:02:07.344099,processing,629.16
O00011608,U001117,2024-07-14T10:21:07.250434,shipped,384.06
O00011609,U006409,2024-03-06T01:17:20.600965,returned,19.17
O00011610,U001996,2024-02-11T11:58:37.394322,processing,1415.31
O00011611,U001703,2025-06-02T18:35:50.718783,completed,1847.15
O00011612,U001480,2024-07-19T02:11:15.506955,processing,361.42
O00011613,U004717,2024-11-02T10:57:07.706956,completed,1229.92
O00011614,U003858,2024-09-21T20:10:51.455901,processing,527.7
O00011615,U004238,2024-07-03T02:11:42.582374,processing,457.92
O00011616,U006488,2025-10-11T14:01:11.070924,completed,103.54
O00011617,U000981,2024-01-10T02:25:00.754081,returned,296.68
O00011618,U004599,2024-07-13T15:59:53.438454,cancelled,52.09
O00011619,U006659,2024-02-13T23:07:12.993906,processing,124.07
O00011620,U007239,2024-03-27T10:11:49.795823,cancelled,273.92
O00011621,U005571,2024-07-29T18:48:09.633355,processing,4177.5
O00011622,U004782,2025-07-22T19:40:35.279453,completed,3090.2
O00011623,U001201,2025-08-12T02:46:48.576267,returned,1244.51
O00011624,U004507,2025-04-09T18:09:50.373112,cancelled,1338.53
O00011625,U003711,2025-08-20T13:25:39.740276,completed,44.57
O00011626,U003055,2025-04-04T15:57:44.175756,shipped,853.7
O00011627,U004508,2025-06-06T07:00:40.244988,shipped,769.71
O00011628,U002070,2025-09-20T13:36:16.867836,cancelled,468.49
O00011629,U008179,2024-03-23T23:07:45.179843,completed,142.59
O00011630,U006045,2024-09-29T05:28:03.626643,processing,23.42
O00011631,U002691,2025-08-25T18:45:09.811704,cancelled,139.02
O00011632,U000323,2024-08-13T04:03:32.807741,completed,10.71
O00011633,U005885,2024-08-29T13:03:29.944189,cancelled,1971.38
O00011634,U007035,2025-04-20T13:40:54.864335,processing,642.25
O00011635,U000596,2025-02-04T23:57:44.898236,processing,236.77
O00011636,U007427,2025-01-07T00:40:16.758248,returned,67.54
O00011637,U001161,2024-05-31T14:14:29.713278,completed,22.55
O00011638,U006478,2025-01-26T13:46:51.359611,completed,418.59
O00011639,U000196,2025-02-22T20:13:31.188523,shipped,338.0
O00011640,U002172,2024-03-06T23:48:34.375098,shipped,1411.81
O00011641,U007532,2024-05-31T06:26:57.711193,shipped,714.12
O00011642,U006414,2024-03-06T02:15:50.110592,shipped,70.56
O00011643,U002529,2025-10-21T02:41:06.675537,processing,274.0
O00011644,U001052,2024-08-17T22:09:01.626766,cancelled,114.53
O00011645,U009857,2024-08-13T19:14:20.130174,completed,726.44
O00011646,U002743,2024-01-07T06:43:55.918654,processing,3.69
O00011647,U008724,2024-04-18T23:18:50.654269,completed,122.69
O00011648,U007286,2024-10-26T06:20:39.698189,completed,3083.37
O00011649,U005030,2025-08-29T03:15:45.446223,returned,406.31
O00011650,U001666,2024-05-06T01:38:33.807837,completed,65.92
O00011651,U005652,2025-05-21T18:50:41.644325,shipped,304.08
O00011652,U001660,2024-05-09T15:36:37.273359,completed,1309.39
O00011653,U000904,2024-11-02T17:12:18.592862,processing,726.43
O00011654,U008488,2025-04-03T10:32:49.434068,shipped,2752.62
O00011655,U006628,2024-10-18T02:45:52.189534,completed,671.22
O00011656,U004698,2024-06-20T01:25:00.493844,processing,2751.72
O00011657,U002215,2024-11-20T21:24:35.809994,returned,45.74
O00011658,U009365,2024-03-17T15:28:03.995489,shipped,608.02
O00011659,U006122,2024-10-24T11:21:50.785887,returned,150.94
O00011660,U008004,2024-08-22T03:52:48.363387,returned,191.52
O00011661,U006967,2025-08-20T16:44:15.102543,returned,1398.18
O00011662,U006272,2025-10-28T22:01:28.694932,returned,204.39
O00011663,U005957,2025-01-11T20:58:35.326652,completed,73.56
O00011664,U002120,2025-08-23T08:16:37.326087,shipped,141.13
O00011665,U008092,2024-02-07T07:44:02.829146,processing,523.66
O00011666,U005170,2024-12-04T12:26:49.374029,completed,1103.03
O00011667,U001427,2025-01-09T00:40:45.661104,returned,62.34
O00011668,U001692,2024-01-02T06:57:58.022084,cancelled,11.41
O00011669,U009312,2025-09-01T20:03:24.746257,processing,103.51
O00011670,U000633,2025-10-07T12:33:05.062945,shipped,231.05
O00011671,U009955,2024-06-25T20:38:11.276108,shipped,12.72
O00011672,U005923,2025-08-17T18:36:45.489588,shipped,763.0
O00011673,U002549,2024-08-14T03:13:06.674816,cancelled,1017.35
O00011674,U006557,2025-07-15T19:56:14.507077,processing,1587.73
O00011675,U008309,2024-10-31T00:55:14.087185,returned,867.15
O00011676,U007696,2025-08-04T05:15:10.371584,cancelled,81.57
O00011677,U009781,2025-01-11T03:44:22.487213,completed,205.0
O00011678,U002549,2024-04-12T13:39:29.756060,returned,117.72
O00011679,U007982,2025-09-07T18:58:56.607489,returned,28.05
O00011680,U001480,2024-10-21T22:33:41.119946,shipped,428.15
O00011681,U006618,2024-01-10T20:01:49.275034,shipped,645.12
O00011682,U003441,2024-04-24T13:03:32.875344,shipped,773.31
O00011683,U003510,2024-01-18T18:12:10.654419,processing,1441.65
O00011684,U000619,2024-02-04T22:08:04.489603,returned,257.21
O00011685,U000081,2024-07-24T19:57:20.895147,processing,323.55
O00011686,U001612,2024-09-20T11:46:56.468250,shipped,389.54
O00011687,U000006,2024-03-27T01:18:07.656685,processing,7490.93
O00011688,U008813,2024-04-27T06:12:29.680123,cancelled,140.3
O00011689,U007557,2024-06-28T09:40:33.046431,processing,64.74
O00011690,U005746,2025-04-16T18:10:02.907058,shipped,557.48
O00011691,U003846,2024-03-15T02:45:02.565878,cancelled,925.72
O00011692,U006345,2025-08-26T23:03:54.200375,shipped,83.13
O00011693,U000344,2024-03-29T05:57:46.492833,cancelled,409.95
O00011694,U006476,2024-06-25T19:37:49.723406,cancelled,343.53
O00011695,U005364,2024-03-20T13:58:25.412546,shipped,70.23
O00011696,U001935,2024-06-27T07:46:15.259510,cancelled,2325.72
O00011697,U006385,2024-10-08T23:50:14.942502,cancelled,444.04
O00011698,U003945,2025-06-23T17:51:04.614411,returned,161.15
O00011699,U004942,2025-07-05T03:35:21.424131,cancelled,899.33
O00011700,U009165,2025-10-23T20:42:01.456185,shipped,422.99
O00011701,U002757,2025-07-08T00:09:36.745681,completed,94.23
O00011702,U000161,2025-10-30T14:41:26.740305,cancelled,545.64
O00011703,U005751,2025-05-07T01:10:29.128942,processing,12.66
O00011704,U004838,2025-05-14T01:09:22.548984,completed,275.3
O00011705,U005573,2025-06-07T03:00:51.338102,processing,244.29
O00011706,U004629,2024-10-17T11:05:27.438184,completed,10.2
O00011707,U008309,2024-08-31T04:41:09.980276,returned,214.62
O00011708,U003104,2025-05-03T22:46:44.996070,shipped,424.2
O00011709,U002586,2024-10-16T05:25:54.345474,shipped,1392.61
O00011710,U003398,2024-10-03T14:27:18.836339,returned,74.6
O00011711,U008209,2024-07-14T16:13:47.014706,completed,53.48
O00011712,U008099,2025-09-15T23:29:21.114963,returned,1238.93
O00011713,U005128,2025-02-09T06:50:54.706289,completed,2.92
O00011714,U003588,2025-03-03T15:14:12.558876,cancelled,1165.39
O00011715,U001774,2024-03-27T11:39:54.072723,returned,166.04
O00011716,U003516,2024-04-14T08:21:08.645625,cancelled,419.77
O00011717,U002428,2024-06-27T23:47:24.917410,completed,361.55
O00011718,U009723,2024-11-13T20:37:58.928083,shipped,786.46
O00011719,U003057,2024-01-20T13:12:13.262624,shipped,463.7
O00011720,U004136,2025-02-06T10:10:12.277030,processing,307.06
O00011721,U001417,2025-10-17T23:17:48.926387,cancelled,284.85
O00011722,U001223,2024-07-20T18:29:06.167888,cancelled,884.88
O00011723,U009926,2024-01-11T09:58:11.138533,processing,62.47
O00011724,U000231,2024-06-25T16:27:58.008070,processing,1421.07
O00011725,U004159,2025-05-27T03:52:43.108984,shipped,169.62
O00011726,U002142,2024-06-17T06:08:37.259975,shipped,2084.73
O00011727,U006682,2024-11-24T10:00:29.116949,processing,50.66
O00011728,U002477,2024-08-04T16:51:27.024970,completed,527.15
O00011729,U000564,2025-08-04T03:49:50.534445,shipped,100.33
O00011730,U004432,2025-04-09T19:35:30.980269,completed,423.02
O00011731,U002188,2025-04-25T15:25:10.349477,returned,1260.68
O00011732,U006539,2025-06-07T10:22:31.351250,completed,214.0
O00011733,U008124,2024-06-17T19:38:03.333864,processing,784.07
O00011734,U004830,2025-02-18T19:33:13.665517,completed,30.76
O00011735,U009587,2025-11-10T01:00:04.271516,shipped,762.39
O00011736,U003060,2024-05-14T04:53:40.219703,completed,195.21
O00011737,U000932,2025-08-24T22:29:11.800159,cancelled,142.59
O00011738,U004731,2025-02-28T10:36:30.206557,returned,612.28
O00011739,U004208,2025-04-02T09:05:48.644341,cancelled,36.94
O00011740,U006393,2025-06-13T17:15:01.138690,cancelled,9.98
O00011741,U005524,2025-05-03T09:35:31.755043,shipped,388.29
O00011742,U003849,2024-10-14T01:09:50.325671,cancelled,438.15
O00011743,U004672,2024-07-30T11:50:53.516613,shipped,32.11
O00011744,U000627,2025-09-25T15:47:45.718477,returned,44.1
O00011745,U001838,2024-10-20T20:37:12.111902,cancelled,1124.73
O00011746,U007416,2024-12-08T22:13:41.351999,shipped,442.75
O00011747,U003883,2025-04-09T05:06:10.911656,cancelled,307.53
O00011748,U001852,2024-11-04T15:09:38.173259,processing,1181.64
O00011749,U004288,2025-06-29T12:57:47.151016,completed,131.16
O00011750,U002331,2025-02-09T17:59:10.579515,completed,546.01
O00011751,U006181,2024-11-05T12:26:48.865867,cancelled,1148.47
O00011752,U002437,2025-01-04T23:29:00.161223,completed,396.1
O00011753,U007807,2024-09-07T06:41:12.514746,processing,365.89
O00011754,U008860,2024-05-26T17:09:40.431088,returned,720.58
O00011755,U000713,2024-06-26T16:41:31.692871,cancelled,803.84
O00011756,U005625,2025-07-31T06:34:18.516800,returned,1816.28
O00011757,U005523,2025-09-24T04:56:21.954562,completed,413.78
O00011758,U002198,2025-11-09T12:21:47.347646,cancelled,3261.32
O00011759,U000233,2024-07-01T04:27:09.039974,returned,2731.48
O00011760,U008114,2025-05-29T17:49:45.676099,shipped,48.72
O00011761,U005745,2025-01-24T00:05:17.223839,completed,254.06
O00011762,U007632,2024-08-11T22:49:37.749962,shipped,763.66
O00011763,U000457,2025-02-19T05:09:48.494275,processing,1274.72
O00011764,U007406,2025-10-11T06:23:37.159564,cancelled,98.25
O00011765,U003179,2024-01-18T04:46:23.010142,shipped,73.71
O00011766,U000773,2024-08-09T17:32:23.178751,completed,1944.31
O00011767,U007522,2024-10-10T10:05:41.373725,completed,20.84
O00011768,U009034,2024-07-04T17:55:36.672883,completed,4.68
O00011769,U004952,2025-01-22T21:37:31.379559,returned,612.23
O00011770,U000049,2025-09-01T11:03:40.234409,shipped,1821.99
O00011771,U008684,2024-02-03T17:02:23.970718,shipped,1873.93
O00011772,U009313,2025-09-25T05:17:31.323522,cancelled,400.6
O00011773,U008198,2025-07-17T14:39:57.987166,completed,27.08
O00011774,U003987,2024-07-28T02:39:05.808592,shipped,901.46
O00011775,U002706,2025-11-10T01:24:36.995275,cancelled,10.39
O00011776,U009200,2025-06-01T07:25:47.766990,returned,864.7
O00011777,U009574,2024-10-23T02:57:38.239393,shipped,602.72
O00011778,U000481,2024-11-05T19:48:13.391844,processing,1428.84
O00011779,U003686,2025-07-09T08:47:47.460572,shipped,66.52
O00011780,U001690,2024-02-22T16:09:05.567397,cancelled,64.51
O00011781,U001628,2025-08-01T16:23:12.206440,returned,202.75
O00011782,U008400,2024-11-24T07:20:51.856762,returned,524.19
O00011783,U000811,2025-06-13T16:57:08.399629,completed,657.34
O00011784,U005960,2024-10-05T13:01:18.021246,returned,138.49
O00011785,U002048,2024-01-22T18:55:45.672891,returned,2221.49
O00011786,U002055,2024-03-21T06:54:56.045230,returned,832.48
O00011787,U000023,2025-05-11T01:35:31.167256,shipped,1258.58
O00011788,U002563,2024-03-27T15:46:47.177061,returned,150.38
O00011789,U005935,2025-10-31T03:50:10.505540,shipped,869.07
O00011790,U008238,2024-01-28T16:57:41.802294,cancelled,438.1
O00011791,U001021,2024-04-24T11:57:42.236642,completed,120.82
O00011792,U006768,2025-04-27T15:41:23.024813,completed,1140.55
O00011793,U007172,2024-08-24T11:57:13.290788,shipped,363.03
O00011794,U006806,2024-05-20T17:54:27.869163,processing,44.51
O00011795,U005177,2024-10-26T19:49:09.952347,processing,320.95
O00011796,U006487,2024-06-07T12:15:50.022050,returned,294.06
O00011797,U002340,2024-10-05T13:07:23.851399,processing,74.41
O00011798,U007570,2024-04-30T07:41:16.205533,cancelled,270.67
O00011799,U009052,2024-08-15T16:19:45.803755,shipped,282.23
O00011800,U005548,2025-08-28T19:31:21.274243,shipped,236.97
O00011801,U002218,2025-03-16T12:17:16.662702,cancelled,226.51
O00011802,U005644,2025-02-12T10:13:17.810424,shipped,562.9
O00011803,U009117,2025-10-28T01:32:12.418018,completed,1246.26
O00011804,U001153,2024-02-22T21:29:58.814459,completed,794.73
O00011805,U002711,2024-10-12T16:45:03.454309,processing,706.44
O00011806,U005505,2025-04-16T23:25:05.595645,processing,890.57
O00011807,U000975,2025-10-02T20:07:07.849961,processing,67.54
O00011808,U001270,2024-11-05T02:24:17.043664,returned,1194.94
O00011809,U006018,2025-08-18T17:58:45.163115,cancelled,55.35
O00011810,U001876,2025-10-10T09:27:35.775493,processing,68.2
O00011811,U005332,2025-09-18T09:15:15.455549,cancelled,136.66
O00011812,U005405,2024-04-27T15:47:16.924531,completed,385.59
O00011813,U007833,2024-09-12T20:12:33.429267,completed,75.81
O00011814,U008037,2025-06-11T14:39:43.702909,returned,161.29
O00011815,U004253,2024-05-13T07:30:16.763807,processing,797.71
O00011816,U000513,2024-12-20T00:58:39.427763,returned,983.57
O00011817,U007279,2024-03-31T09:36:35.121217,shipped,1835.32
O00011818,U007380,2024-11-23T00:39:34.429834,processing,145.87
O00011819,U006390,2024-03-05T01:56:42.452119,completed,97.57
O00011820,U003713,2025-10-20T13:58:10.321681,shipped,154.92
O00011821,U003304,2025-09-19T16:31:01.435555,returned,168.44
O00011822,U000799,2025-09-14T18:02:03.704721,shipped,473.62
O00011823,U009435,2024-02-28T02:30:01.926543,completed,651.31
O00011824,U002385,2025-10-02T16:21:43.283367,processing,73.31
O00011825,U008507,2025-07-23T13:07:58.202708,processing,652.35
O00011826,U009635,2024-08-24T23:30:21.076942,completed,637.27
O00011827,U006674,2024-10-20T21:52:13.358237,returned,85.73
O00011828,U008574,2025-07-02T20:13:08.241457,completed,2601.1
O00011829,U007811,2024-07-02T04:35:59.811414,processing,357.12
O00011830,U009585,2024-12-08T07:35:44.632583,processing,505.22
O00011831,U000906,2025-08-24T17:49:11.513429,completed,108.18
O00011832,U001988,2024-05-09T21:13:08.748221,cancelled,947.24
O00011833,U009899,2025-06-09T21:25:56.342211,returned,328.84
O00011834,U008765,2024-12-06T12:17:14.299331,returned,631.53
O00011835,U009676,2025-07-13T15:47:14.779306,shipped,270.69
O00011836,U002542,2024-02-17T02:05:02.873535,cancelled,632.85
O00011837,U009054,2025-04-14T16:06:21.832260,processing,368.86
O00011838,U004876,2025-07-28T23:07:35.860806,processing,637.28
O00011839,U006128,2025-07-13T12:57:36.240589,cancelled,1134.96
O00011840,U003572,2024-06-25T20:20:12.244995,shipped,29.3
O00011841,U001668,2025-02-05T05:51:15.884741,completed,606.03
O00011842,U004723,2025-03-12T07:03:20.362118,shipped,43.7
O00011843,U002221,2024-12-30T17:57:30.614417,cancelled,56.11
O00011844,U002660,2025-11-05T08:11:17.583417,returned,42.69
O00011845,U000642,2025-01-14T08:24:39.450363,shipped,31.32
O00011846,U008765,2025-09-24T04:11:29.043605,completed,1093.37
O00011847,U008867,2025-06-18T16:14:37.591121,processing,484.18
O00011848,U000047,2024-08-17T15:56:09.071710,shipped,2644.85
O00011849,U004115,2025-01-10T22:03:18.435462,cancelled,171.63
O00011850,U001399,2025-11-04T00:15:12.454882,shipped,1437.35
O00011851,U000255,2024-05-09T10:47:32.038360,cancelled,1124.1
O00011852,U008656,2024-07-27T20:47:47.232949,completed,1524.12
O00011853,U008999,2024-12-26T06:29:56.633025,returned,60.18
O00011854,U006383,2025-10-21T04:05:57.341840,processing,3393.68
O00011855,U001700,2025-09-19T12:27:28.605787,cancelled,237.02
O00011856,U002733,2025-07-18T18:18:54.489997,completed,1225.23
O00011857,U001139,2024-10-22T23:30:46.153642,processing,72.49
O00011858,U007663,2025-04-24T18:02:04.363677,completed,10.35
O00011859,U009986,2025-06-08T09:11:54.126765,cancelled,584.18
O00011860,U003173,2025-10-08T21:22:26.497090,shipped,1514.24
O00011861,U006190,2025-06-06T11:24:47.651972,cancelled,263.51
O00011862,U006507,2024-01-16T00:50:06.764323,cancelled,2053.48
O00011863,U000931,2025-02-17T17:17:44.929437,processing,63.4
O00011864,U005696,2024-02-12T17:03:51.756196,cancelled,481.52
O00011865,U007927,2024-04-27T12:26:13.775601,processing,165.3
O00011866,U007804,2025-06-26T14:59:07.017852,completed,388.46
O00011867,U009885,2025-06-04T04:43:21.501559,returned,815.93
O00011868,U008808,2024-04-11T04:04:35.443657,returned,168.03
O00011869,U006708,2024-09-27T10:16:11.453598,completed,32.09
O00011870,U000952,2024-05-05T13:08:08.552262,cancelled,166.04
O00011871,U008565,2024-12-20T13:58:52.004459,completed,1772.61
O00011872,U004643,2024-10-14T15:21:50.989992,processing,1196.85
O00011873,U008313,2024-04-03T16:11:36.667377,cancelled,289.56
O00011874,U007766,2024-04-30T07:01:39.225929,returned,1572.68
O00011875,U009228,2024-11-20T04:22:41.138160,processing,687.01
O00011876,U002055,2024-08-23T18:40:55.941717,completed,370.71
O00011877,U008722,2025-06-29T18:31:07.534476,completed,313.83
O00011878,U001764,2025-05-30T00:51:24.299609,shipped,358.24
O00011879,U004008,2025-10-07T02:39:39.833646,returned,1036.92
O00011880,U000750,2025-03-09T11:08:57.707020,shipped,732.13
O00011881,U001449,2025-09-19T04:24:24.545609,shipped,43.43
O00011882,U009112,2024-02-09T22:56:40.944994,returned,4347.07
O00011883,U005402,2025-10-29T22:53:25.801127,processing,230.74
O00011884,U001733,2025-08-31T05:58:19.258299,cancelled,70.33
O00011885,U009687,2025-11-13T06:29:26.115843,shipped,576.0
O00011886,U008684,2024-09-26T06:54:43.177610,cancelled,392.48
O00011887,U009243,2024-02-19T15:49:44.476384,processing,15.64
O00011888,U007288,2025-07-09T02:05:31.548380,shipped,498.57
O00011889,U001393,2024-07-22T07:03:59.429900,processing,142.7
O00011890,U005505,2024-04-23T10:50:28.500736,completed,58.95
O00011891,U002090,2025-08-15T03:20:35.220531,cancelled,316.57
O00011892,U004575,2024-10-30T06:41:33.509108,cancelled,463.98
O00011893,U005851,2024-03-03T09:53:51.580002,shipped,301.02
O00011894,U005500,2024-03-03T11:03:20.682582,cancelled,5.2
O00011895,U004247,2025-03-02T05:35:08.451695,cancelled,483.74
O00011896,U001693,2025-06-21T17:37:00.640137,shipped,679.87
O00011897,U000151,2024-11-05T05:38:45.132463,processing,434.71
O00011898,U005473,2025-01-20T12:42:18.600224,completed,1942.87
O00011899,U003868,2024-10-28T19:15:20.335963,processing,810.53
O00011900,U008725,2025-02-01T00:21:32.871454,completed,947.98
O00011901,U003637,2025-01-29T13:55:16.141536,returned,201.41
O00011902,U007021,2024-03-06T13:07:08.371418,returned,49.62
O00011903,U006633,2024-07-08T02:01:12.435823,cancelled,43.13
O00011904,U003010,2025-01-17T20:49:29.766731,processing,50.42
O00011905,U009664,2025-09-09T11:38:24.005720,cancelled,485.03
O00011906,U005970,2025-07-18T22:38:34.446942,returned,214.61
O00011907,U004262,2024-09-23T12:08:17.025403,processing,1381.38
O00011908,U002329,2025-11-14T07:44:36.595775,processing,94.95
O00011909,U001384,2024-08-07T14:22:31.158753,cancelled,1084.07
O00011910,U000623,2024-11-03T18:48:23.126561,completed,669.63
O00011911,U009129,2024-05-28T20:04:23.892734,cancelled,460.9
O00011912,U008660,2024-04-18T19:07:35.363721,completed,243.31
O00011913,U005910,2025-07-02T18:37:34.357899,cancelled,184.77
O00011914,U007961,2024-12-22T17:14:46.733178,shipped,1976.9
O00011915,U001990,2025-08-13T14:08:33.865042,shipped,24.6
O00011916,U000375,2024-12-11T02:51:30.607679,completed,30.81
O00011917,U004475,2025-09-09T17:38:05.179857,shipped,212.28
O00011918,U002465,2025-08-08T19:33:16.632549,completed,802.45
O00011919,U004984,2024-11-08T16:25:19.149793,cancelled,270.85
O00011920,U007728,2024-03-25T22:49:09.014897,cancelled,46.56
O00011921,U004607,2024-11-11T22:42:06.868649,processing,492.86
O00011922,U008729,2024-06-06T17:10:06.098718,returned,86.16
O00011923,U008394,2025-06-18T03:18:42.350953,completed,51.46
O00011924,U002749,2025-09-23T09:58:34.680229,shipped,118.35
O00011925,U005292,2025-03-27T08:44:07.886195,processing,50.47
O00011926,U001003,2024-03-19T13:13:37.664751,shipped,1935.66
O00011927,U007009,2025-08-02T03:53:12.938188,shipped,134.22
O00011928,U005386,2025-09-14T17:38:36.742931,completed,103.4
O00011929,U009726,2024-02-02T21:53:24.640560,cancelled,23.86
O00011930,U001668,2024-08-01T11:28:45.263644,processing,461.88
O00011931,U007651,2024-06-30T20:23:37.769125,shipped,86.34
O00011932,U009503,2025-03-02T13:29:08.122718,returned,252.06
O00011933,U007295,2024-05-27T05:31:39.902581,processing,237.68
O00011934,U002791,2024-02-04T19:04:45.772881,completed,61.59
O00011935,U005774,2025-06-27T08:41:59.633016,shipped,508.93
O00011936,U006150,2024-07-01T19:47:22.969415,cancelled,920.5
O00011937,U001004,2024-12-21T22:23:41.279055,shipped,1965.44
O00011938,U008690,2025-05-28T13:18:54.576506,returned,1003.18
O00011939,U007392,2024-06-25T15:01:53.678688,processing,37.54
O00011940,U004957,2025-06-13T04:36:24.679531,processing,223.3
O00011941,U003127,2025-02-03T01:31:02.670958,completed,2192.13
O00011942,U003471,2024-02-21T21:26:34.090080,completed,93.21
O00011943,U009674,2024-02-11T23:39:01.047645,returned,1725.93
O00011944,U007370,2025-03-02T23:42:19.537422,completed,359.27
O00011945,U001632,2024-05-25T00:16:36.586621,cancelled,12.72
O00011946,U004058,2024-08-06T12:25:44.695250,processing,1186.42
O00011947,U009235,2025-03-31T21:04:02.152863,completed,316.05
O00011948,U004424,2024-07-25T19:05:00.863748,shipped,454.3
O00011949,U001465,2024-04-27T19:40:13.292035,shipped,338.67
O00011950,U006528,2025-11-10T11:37:03.291798,processing,1599.55
O00011951,U003032,2025-03-31T05:35:06.878300,completed,263.8
O00011952,U002983,2024-11-24T03:06:09.702591,cancelled,28.92
O00011953,U006473,2024-03-18T16:10:48.870415,processing,293.19
O00011954,U002669,2024-03-06T23:36:24.306544,processing,21.11
O00011955,U006489,2025-07-06T14:24:44.424634,cancelled,490.62
O00011956,U008452,2025-06-19T12:34:44.892814,shipped,243.03
O00011957,U009526,2025-03-17T21:24:16.198514,processing,125.56
O00011958,U007278,2024-03-29T17:25:45.985794,cancelled,1702.17
O00011959,U003996,2025-10-31T16:48:15.045622,processing,1799.5
O00011960,U004661,2025-09-27T19:56:53.843108,processing,198.48
O00011961,U000699,2025-04-11T14:39:46.691344,returned,293.34
O00011962,U005046,2025-01-06T12:05:52.511341,processing,196.49
O00011963,U006322,2025-09-10T15:34:11.566260,cancelled,1675.37
O00011964,U001785,2024-06-20T16:52:43.036412,completed,632.93
O00011965,U003193,2024-02-06T19:43:23.252203,processing,76.19
O00011966,U005986,2024-01-03T02:40:45.060905,cancelled,942.85
O00011967,U006591,2025-10-08T16:58:21.930090,cancelled,61.39
O00011968,U002148,2024-03-26T13:41:30.662817,shipped,805.22
O00011969,U001321,2024-09-18T19:10:26.405981,processing,33.0
O00011970,U000367,2025-08-09T22:44:22.037280,completed,836.76
O00011971,U003411,2024-01-18T23:42:07.188217,returned,1045.6
O00011972,U007822,2024-10-02T12:44:08.630877,shipped,317.21
O00011973,U002634,2025-10-26T19:45:06.240831,processing,284.58
O00011974,U000943,2024-04-03T12:51:11.119025,returned,1449.16
O00011975,U000319,2025-07-18T09:02:18.263936,cancelled,5180.76
O00011976,U008954,2024-08-07T20:58:16.374500,processing,139.36
O00011977,U004719,2024-06-26T11:48:35.619499,returned,152.77
O00011978,U001361,2024-03-19T09:30:26.210325,cancelled,41.49
O00011979,U002837,2025-05-17T20:01:48.277403,shipped,250.75
O00011980,U005101,2025-05-21T06:29:31.841323,processing,26.1
O00011981,U006673,2024-07-20T05:56:09.218375,processing,1603.1
O00011982,U005742,2025-06-29T14:12:01.202628,cancelled,838.72
O00011983,U003138,2025-10-04T23:39:01.803427,cancelled,219.84
O00011984,U002211,2024-06-30T12:24:37.631063,cancelled,173.67
O00011985,U000271,2024-09-07T00:37:50.780627,completed,300.9
O00011986,U005511,2025-07-27T22:56:23.848499,shipped,49.59
O00011987,U006222,2024-01-18T20:59:38.994324,cancelled,596.0
O00011988,U005317,2024-04-20T00:31:36.875366,returned,122.73
O00011989,U009334,2025-05-17T02:20:16.984049,processing,265.42
O00011990,U007765,2024-11-15T21:25:47.531875,shipped,156.08
O00011991,U003687,2024-11-18T15:19:03.593299,completed,799.92
O00011992,U003756,2024-09-26T22:47:00.499175,completed,1565.82
O00011993,U005781,2025-10-30T07:34:38.932969,returned,440.63
O00011994,U004569,2024-01-18T12:03:47.198682,shipped,555.41
O00011995,U003019,2025-11-08T19:58:01.815176,cancelled,607.2
O00011996,U007234,2024-07-09T00:30:53.779180,cancelled,840.48
O00011997,U001449,2024-04-10T02:56:36.628391,completed,916.67
O00011998,U005366,2024-07-24T15:48:04.204328,shipped,1223.02
O00011999,U000892,2024-09-03T20:22:43.473196,shipped,2702.39
O00012000,U000616,2025-04-20T14:53:05.034451,processing,2262.26
O00012001,U009193,2024-10-07T00:32:18.689255,completed,2439.87
O00012002,U006183,2025-11-01T14:36:44.246536,completed,1947.49
O00012003,U004818,2025-11-08T07:39:16.704079,processing,205.95
O00012004,U002028,2025-05-26T17:12:12.060097,returned,314.46
O00012005,U007150,2025-01-27T07:28:16.121156,shipped,1491.57
O00012006,U008593,2024-02-24T10:58:48.899478,shipped,1371.52
O00012007,U000276,2025-04-04T01:30:09.412360,completed,1229.16
O00012008,U004969,2024-07-25T14:28:54.807775,completed,260.96
O00012009,U004886,2025-07-07T10:15:05.054493,returned,433.51
O00012010,U008966,2024-05-07T02:03:33.910719,completed,521.0
O00012011,U005128,2025-10-30T20:41:01.743396,cancelled,44.03
O00012012,U008754,2024-09-29T13:16:31.419238,processing,22.11
O00012013,U004266,2024-11-15T05:39:33.165846,completed,1674.33
O00012014,U003090,2025-01-24T18:52:05.591708,returned,2960.66
O00012015,U009316,2025-10-10T23:14:56.152805,returned,508.48
O00012016,U001617,2024-02-11T12:52:38.052378,shipped,16.65
